"id","limit_bal_usd","sex","education","marriage","age","pay_0","pay_2","pay_3","pay_4","pay_5","pay_6","bill_amt1_usd","bill_amt2_usd","bill_amt3_usd","bill_amt4_usd","bill_amt5_usd","bill_amt6_usd","pay_amt1_usd","pay_amt2_usd","pay_amt3_usd","pay_amt4_usd","pay_amt5_usd","pay_amt6_usd","default_flag","worst_payment_status"
27197,"640.000",1,3,1,48,-1,0,-1,-1,2,0,"48.704","40.352","40.352","68.032","50.336","37.440","32.000","40.352","68.032","0.000","0.000","4.800",1,2
27198,"4800.000",1,3,2,45,-1,-1,-1,-1,-1,0,"196.128","193.632","188.832","21.472","1186.624","1111.200","193.632","188.832","21.472","1186.624","160.000","160.000",0,0
27199,"960.000",1,2,1,35,1,-1,-1,2,0,0,"0.000","839.424","930.976","906.208","930.048","917.056","839.424","105.600","0.000","38.400","35.200","48.000",1,2
27200,"10560.000",1,1,1,37,-1,-1,-1,-1,-1,-1,"22.208","0.000","64.736","-0.704","91.840","27.520","0.000","64.736","0.000","92.544","33.888","55.264",0,-1
27201,"5760.000",1,1,1,42,-1,-1,-1,-2,-2,-2,"50.176","49.600","-0.576","-0.576","-0.576","-0.576","49.600","0.000","0.000","0.000","0.000","0.000",0,-1
27202,"11520.000",1,2,1,38,-2,-2,-2,-2,-2,-2,"41.216","80.256","80.000","0.000","0.000","0.000","80.640","80.000","0.000","0.000","0.000","0.000",0,-2
27203,"4800.000",1,2,1,43,0,0,0,0,0,0,"3906.688","4033.344","4118.592","4202.656","4287.168","4381.024","160.000","118.400","119.008","120.192","128.992","125.248",0,0
27204,"8960.000",1,3,3,42,1,-2,-1,0,0,0,"-6.112","-6.112","179.584","221.344","327.904","378.304","0.000","195.200","128.000","112.000","80.000","64.000",0,1
27205,"4160.000",1,3,1,39,0,-1,-1,-1,-1,-1,"1657.280","12.480","12.480","12.480","12.480","12.480","12.480","12.480","12.480","12.480","12.480","12.480",0,0
27206,"7680.000",1,2,1,47,0,0,2,2,0,0,"4001.760","4282.400","4359.424","4242.208","4320.224","1089.152","396.800","192.000","0.000","185.792","70.336","38.624",0,2
27207,"2880.000",1,2,1,41,0,0,-1,0,0,0,"96.448","-56.000","2453.568","2495.168","2562.048","2615.904","56.224","2553.152","90.752","117.024","95.104","199.296",0,0
27208,"6080.000",1,2,1,41,0,0,0,2,0,0,"2128.192","2161.280","3713.376","3441.056","2858.592","2927.264","96.000","1600.960","4.160","160.000","128.000","160.000",0,2
27209,"640.000",1,1,1,41,0,0,0,0,0,0,"633.472","592.320","514.464","524.448","361.152","410.656","48.224","128.352","162.112","32.096","224.000","96.000",0,0
27210,"1600.000",1,2,1,40,0,0,2,2,2,2,"1360.352","1488.832","1498.592","1625.568","1617.280","1558.400","160.000","69.600","176.640","64.000","9.664","64.000",1,2
27211,"5120.000",1,1,2,27,-1,-1,-1,-1,-1,-2,"35.552","35.552","0.000","217.440","0.000","0.000","35.552","0.000","217.440","0.000","0.000","0.000",0,-1
27212,"1920.000",1,3,2,31,2,2,2,2,0,0,"1012.768","986.912","1098.752","1071.648","1139.680","1216.864","0.000","128.000","0.000","96.000","96.000","64.000",1,2
27213,"4800.000",1,1,2,27,0,0,0,0,0,0,"1821.376","1867.776","1914.560","1924.288","851.424","0.000","96.000","96.000","64.000","0.000","0.000","0.000",0,0
27214,"3200.000",1,1,2,27,2,0,0,2,2,2,"1110.208","1152.448","1258.272","1252.640","1263.808","1276.672","60.800","134.400","28.800","44.800","28.800","206.080",1,2
27215,"1920.000",1,2,1,35,2,2,2,2,2,2,"646.240","680.544","682.624","693.760","736.352","751.936","54.400","22.400","32.000","64.000","32.000","0.000",0,2
27216,"7040.000",1,1,1,37,-1,-1,-1,0,-1,-1,"282.272","545.248","227.616","306.368","55.264","134.432","641.888","241.280","306.272","55.648","157.376","0.000",0,0
27217,"4160.000",1,1,2,49,2,2,2,2,2,2,"2199.648","2240.768","2187.040","2319.584","2354.912","2405.152","96.000","0.000","188.800","92.800","92.800","92.800",1,2
27218,"320.000",1,3,2,42,1,2,2,2,0,0,"258.880","202.848","275.936","188.320","141.344","166.080","0.000","82.752","0.000","32.000","32.000","11.040",1,2
27219,"6400.000",1,3,2,31,0,0,0,-2,-1,0,"207.744","194.208","-6.464","38.432","38.400","0.000","33.600","0.000","41.664","3.200","0.000","0.000",0,0
27220,"4800.000",1,3,1,42,0,0,0,0,0,0,"4762.432","4754.176","4859.648","4719.520","3411.424","3139.488","192.000","192.384","160.384","160.000","128.000","128.000",0,0
27221,"3200.000",1,1,2,32,0,0,0,0,0,0,"852.800","836.064","851.456","790.048","822.368","857.888","64.000","64.000","64.000","54.400","48.000","48.000",0,0
27222,"9600.000",1,2,2,36,2,2,2,2,2,2,"9125.664","9321.024","9391.904","9377.472","9340.256","9509.408","416.096","288.096","259.648","140.896","282.816","19.328",1,2
27223,"5120.000",1,1,2,30,1,-1,-1,-1,0,-1,"0.000","20.800","0.000","20.800","10.400","10.400","20.800","0.000","20.800","0.000","10.400","10.400",1,1
27224,"16000.000",1,1,2,31,0,0,-1,-1,-1,-1,"961.792","589.280","54.304","-3.424","86.176","172.576","192.000","54.304","0.000","89.600","172.800","265.600",0,0
27225,"2560.000",1,3,2,34,0,0,0,0,0,2,"2318.816","2491.584","2512.640","2232.000","1558.624","1517.376","224.000","96.000","96.000","115.200","0.000","64.000",1,2
27226,"2880.000",1,2,1,31,0,0,2,0,0,0,"2467.424","3004.608","2928.256","2757.344","1583.328","1622.528","640.000","0.000","120.064","55.232","64.096","64.000",0,2
27227,"10240.000",1,1,1,33,-2,-2,-2,-2,-2,-2,"60.064","131.008","149.248","124.096","719.456","131.104","131.648","149.984","127.520","723.040","131.744","186.816",0,-2
27228,"12480.000",1,1,1,35,-1,-1,0,0,0,0,"469.536","2679.296","2172.544","2087.872","2206.368","1687.168","2679.296","84.384","82.432","160.000","87.168","64.000",0,0
27229,"960.000",1,2,1,40,1,4,3,2,2,3,"465.824","449.248","432.896","441.920","463.616","447.072","0.000","0.000","25.600","38.400","0.000","0.000",1,4
27230,"5440.000",1,2,1,34,1,-2,-1,-1,0,0,"-0.256","-0.256","86.336","222.432","408.096","384.736","0.000","86.592","222.528","224.064","7.712","418.368",0,1
27231,"6400.000",1,1,2,36,2,2,2,0,0,0,"2850.624","2913.760","2850.048","2880.608","2971.200","3157.312","128.000","0.000","96.000","128.000","224.000","128.000",1,2
27232,"12160.000",1,5,1,48,-1,-1,-1,-1,0,-1,"565.440","325.728","378.368","767.712","446.208","670.784","327.456","442.432","770.272","130.080","673.952","911.488",0,0
27233,"8320.000",1,1,1,43,-1,-1,-2,-2,-1,-1,"43.200","0.000","0.000","0.000","24.320","0.000","0.000","0.000","0.000","24.320","0.000","29.920",0,-1
27234,"11520.000",1,1,1,32,-1,-1,-1,-1,-1,-1,"238.784","86.656","177.984","124.992","269.216","98.528","87.072","178.816","125.568","270.528","98.976","131.040",0,-1
27235,"7680.000",1,1,1,35,-1,-1,-1,0,-1,-1,"64.768","64.224","697.280","547.264","427.744","725.088","64.544","698.144","35.840","429.888","728.704","730.240",0,0
27236,"3200.000",1,1,2,31,1,2,2,0,0,2,"656.160","721.696","700.928","752.992","788.352","818.944","86.400","0.000","64.000","48.000","48.000","0.000",0,2
27237,"2880.000",1,2,1,39,0,0,0,0,0,0,"2818.592","2686.720","2718.816","1794.848","1835.360","1868.608","103.808","83.200","65.184","70.400","67.520","224.000",1,0
27238,"9280.000",1,2,2,38,-1,-1,-1,-1,-1,-1,"2323.424","63.840","89.312","148.608","93.952","71.840","64.096","89.696","149.760","94.592","72.128","57.952",0,-1
27239,"2560.000",1,3,2,42,0,0,2,0,0,0,"358.528","562.784","556.960","646.624","745.856","844.992","221.504","14.112","110.400","113.312","113.440","116.768",0,2
27240,"7680.000",1,1,1,39,-1,-1,-1,-1,-1,-1,"471.008","102.144","140.448","325.728","173.216","60.768","102.144","140.704","325.728","173.216","60.768","703.552",0,-1
27241,"960.000",1,1,2,29,0,0,0,0,0,-1,"574.720","606.976","638.656","686.336","498.144","0.704","51.520","51.200","65.600","10.912","0.704","160.000",0,0
27242,"960.000",1,2,1,42,2,0,0,0,0,0,"943.744","938.528","983.040","934.528","903.008","912.032","47.616","60.128","51.968","28.800","28.800","28.800",0,2
27243,"1600.000",1,2,2,33,0,0,0,0,0,0,"603.008","641.248","674.432","658.496","609.472","607.936","48.000","43.872","64.000","64.000","32.000","32.000",1,0
27244,"5760.000",1,3,1,37,-1,-1,-1,0,-1,-1,"37.440","13.440","87.840","97.696","32.384","41.984","13.440","87.840","32.000","44.544","41.984","35.520",1,0
27245,"9920.000",1,2,1,32,0,0,0,0,0,2,"365.312","507.648","595.168","680.864","828.672","811.328","160.000","96.000","96.000","160.000","0.000","32.000",0,2
27246,"2560.000",1,1,2,35,0,0,0,0,0,0,"1668.224","1682.176","1731.456","1769.920","1542.336","1393.152","96.000","96.000","96.000","64.000","64.000","64.000",0,0
27247,"1600.000",1,2,1,42,1,2,0,0,-1,2,"1585.888","1536.608","1451.776","-16.000","253.024","232.256","0.000","70.400","0.000","269.024","0.000","32.000",0,2
27248,"12480.000",1,3,2,35,0,0,0,0,0,0,"1766.816","1891.904","2333.760","2449.376","2500.576","2488.416","320.000","640.000","320.000","256.000","192.000","160.000",0,0
27249,"14080.000",1,1,2,39,0,0,0,0,0,0,"3854.336","3711.264","3356.384","2777.824","2292.512","397.440","126.048","112.192","114.848","97.952","32.992","33.408",0,0
27250,"1600.000",1,2,2,30,1,-1,-1,-1,0,0,"0.000","21.632","-3.328","311.424","317.664","298.848","21.632","0.000","336.000","10.784","10.656","13.024",0,1
27251,"6720.000",1,1,1,33,0,0,0,0,0,0,"4950.848","4800.352","4475.328","4417.728","4373.568","4358.272","154.560","150.400","144.480","141.632","141.952","152.480",0,0
27252,"7360.000",1,3,2,34,0,0,0,0,0,0,"4387.904","4424.576","4089.504","4175.680","3524.896","3592.096","214.400","208.000","208.416","147.232","160.000","160.000",0,0
27253,"1600.000",1,2,1,43,0,0,0,0,0,0,"885.792","905.184","925.568","944.672","956.032","966.432","46.656","47.520","47.104","38.944","43.104","17.856",0,0
27254,"3200.000",1,3,2,48,-1,-1,2,2,-1,-1,"12.480","24.960","12.480","0.000","24.960","0.000","24.960","0.000","0.000","24.960","0.000","0.000",1,2
27255,"2560.000",1,1,1,46,2,2,2,2,2,2,"1296.288","1297.632","1362.944","1385.472","1404.544","1377.920","32.000","96.000","54.400","51.200","0.000","112.000",0,2
27256,"8000.000",1,3,1,28,0,0,0,0,0,0,"7994.464","6121.760","2895.904","2952.896","2987.328","3049.888","272.000","124.768","125.216","101.952","105.632","112.800",0,0
27257,"4800.000",1,3,1,45,-2,-2,-2,-2,-2,-2,"12.448","11.168","267.584","28.224","51.008","44.320","11.200","268.896","28.352","51.264","44.512","36.992",0,-2
27258,"4480.000",1,3,1,42,0,0,0,0,0,0,"4414.464","4517.376","4582.880","1970.752","2260.032","2327.136","224.000","195.520","160.000","320.448","160.352","160.160",0,0
27259,"16960.000",1,1,1,35,0,0,0,0,0,0,"10877.184","10722.592","10659.840","9739.296","9052.032","9246.240","390.016","404.448","355.936","307.200","320.896","542.304",0,0
27260,"640.000",1,1,2,30,2,2,2,2,0,0,"539.360","552.704","634.240","611.328","628.672","656.864","32.000","90.624","0.000","21.056","36.832","0.000",1,2
27261,"4160.000",1,1,1,29,0,0,0,0,0,0,"2273.632","2165.248","2120.256","2006.304","1542.720","1480.160","96.000","96.000","192.000","64.000","64.000","64.000",0,0
27262,"640.000",1,3,2,34,1,4,3,2,2,2,"496.832","479.872","463.168","446.208","482.336","470.144","0.000","0.000","0.000","43.616","0.000","64.000",0,4
27263,"1600.000",1,2,1,38,3,2,3,2,2,2,"1080.288","1164.416","1136.864","1159.904","1131.744","1201.184","112.000","0.000","51.200","0.000","92.800","0.000",1,3
27264,"15040.000",1,3,2,37,2,2,0,0,0,0,"16636.832","15968.768","15817.280","15059.744","12752.736","12477.664","0.000","659.200","608.000","448.000","435.200","435.200",1,2
27265,"9920.000",1,2,2,41,0,0,0,0,0,0,"11820.736","10949.568","9553.152","5388.448","4856.160","2338.656","328.000","296.896","224.000","224.000","160.000","6016.000",0,0
27266,"5760.000",1,2,1,49,-2,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","1.440","0.000","0.000","0.000","0.000","1.440","0.000","76.160",0,-2
27267,"9920.000",1,1,1,45,-2,-2,-2,-2,-2,-2,"286.848","37.376","207.840","-0.512","-0.512","-0.512","37.568","208.864","0.000","0.000","0.000","0.000",0,-2
27268,"5120.000",1,1,1,42,2,2,0,0,2,2,"452.384","435.616","468.288","529.024","511.008","566.432","0.000","39.904","68.640","0.000","64.000","0.000",1,2
27269,"16000.000",1,2,2,32,0,0,0,2,0,0,"4051.168","4240.864","4446.240","4551.520","4638.688","4758.304","256.000","272.000","224.000","224.000","192.000","480.000",0,2
27270,"12160.000",1,2,1,37,0,0,0,0,0,0,"9245.056","9235.648","7852.000","7997.792","6710.752","5949.440","385.152","367.456","306.496","220.288","209.568","208.640",0,0
27271,"8000.000",1,0,1,35,-2,-2,-2,-2,-2,-2,"730.848","247.840","385.120","1075.328","0.000","38.080","249.056","385.472","1078.976","0.000","38.080","18.880",0,-2
27272,"16000.000",1,1,2,39,-1,-1,-1,-1,-1,0,"710.528","2672.896","-790.464","761.728","2966.880","212.960","2676.576","15.104","3645.920","3457.312","1.056","127.488",0,0
27273,"6720.000",1,1,2,33,-1,-1,-1,-1,-1,-1,"340.320","317.472","82.240","471.104","359.040","473.600","321.472","82.240","471.104","359.040","473.600","232.000",0,-1
27274,"8000.000",1,1,1,46,-2,-2,-2,-2,-2,-2,"0.000","0.000","16.000","0.000","0.000","0.000","0.000","16.000","0.000","0.000","0.000","0.000",1,-2
27275,"1920.000",1,1,2,28,0,0,0,2,0,0,"1891.648","1899.200","1988.160","1804.512","1250.656","1251.904","89.600","156.960","0.320","51.200","51.200","51.200",0,2
27276,"6400.000",1,2,1,44,-1,-1,-1,-1,-1,-1,"151.520","117.376","691.264","120.320","93.600","536.032","117.728","693.312","159.072","93.856","536.288","160.320",0,-1
27277,"6400.000",1,1,1,30,2,2,2,2,2,2,"1421.152","1452.128","1467.456","1464.992","1516.832","1297.152","64.000","48.000","32.000","81.280","64.000","0.000",1,2
27278,"640.000",1,2,2,44,1,2,2,2,0,0,"586.560","567.776","651.072","627.104","610.752","536.160","0.000","102.656","0.000","19.200","14.496","4.416",0,2
27279,"11520.000",1,1,1,41,-2,-2,-2,-2,-2,-2,"10.112","23.552","69.696","10.112","57.984","48.320","23.552","69.696","10.112","57.984","48.320","15.520",1,-2
27280,"3200.000",1,2,1,39,0,0,-2,-2,-2,-2,"2921.600","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",0,0
27281,"5760.000",1,2,1,37,0,0,0,0,0,0,"3293.984","3347.136","2745.760","2798.784","2853.184","2931.488","160.000","131.200","128.320","128.000","128.000","128.000",0,0
27282,"12160.000",1,1,1,46,1,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",0,1
27283,"1600.000",1,3,1,28,0,0,0,0,0,0,"1582.976","1596.672","1633.824","1583.872","1622.016","1616.544","60.800","64.128","60.800","64.032","70.400","64.032",0,0
27284,"6400.000",1,1,2,32,0,0,0,0,0,0,"4532.288","4641.920","4762.144","4929.056","4973.920","4857.792","182.400","192.000","243.200","173.472","172.800","170.112",0,0
27285,"6400.000",1,1,1,41,-1,-1,-1,-1,-1,-1,"18.560","18.560","18.560","18.560","18.560","18.560","18.560","18.560","18.560","18.560","18.560","22.368",1,-1
27286,"8960.000",1,1,2,32,0,0,0,0,0,0,"6969.536","6485.632","6383.680","5819.424","5866.368","5693.440","321.600","323.936","320.032","199.808","202.080","225.184",0,0
27287,"6400.000",1,1,1,34,1,-2,-2,-1,0,0,"0.000","0.000","0.000","1333.536","1353.984","1157.472","0.000","0.000","1333.536","38.592","46.208","19.776",0,1
27288,"4800.000",1,1,2,30,0,0,0,0,0,0,"6459.648","3882.816","4693.920","4415.776","2902.880","2968.288","423.360","1000.960","191.328","248.320","192.000","8320.000",0,0
27289,"11520.000",1,2,1,31,0,0,0,0,0,0,"11503.712","11358.784","8841.920","6292.928","5960.992","5682.784","451.456","355.200","223.744","224.000","203.904","187.040",1,0
27290,"7360.000",1,1,1,35,-2,-2,-2,-2,-2,-2,"12.544","131.392","81.984","199.840","12.608","31.584","131.648","82.112","201.152","12.608","31.648","100.128",0,-2
27291,"7680.000",1,2,3,35,0,0,0,0,0,0,"588.544","525.664","527.200","468.736","300.288","261.472","48.160","42.464","48.000","16.000","16.000","64.000",0,0
27292,"13440.000",1,1,1,40,-1,-1,-1,2,2,-2,"131.520","-4.800","200.128","192.736","0.000","0.000","0.000","204.928","0.640","0.000","0.000","0.000",0,2
27293,"14400.000",1,1,1,37,-2,-2,-2,-2,-2,-2,"533.312","533.184","621.696","95.808","761.184","1317.600","533.184","621.824","96.160","761.216","1318.848","1167.104",0,-2
27294,"320.000",1,3,2,34,0,0,0,0,0,0,"282.240","282.016","270.848","303.168","310.912","318.720","35.200","68.736","37.056","12.800","12.800","12.800",0,0
27295,"3200.000",1,2,1,30,0,0,0,0,0,-2,"1190.976","1079.040","789.312","337.600","0.000","0.000","52.512","38.400","32.000","0.000","0.000","0.000",0,0
27296,"5760.000",1,1,1,45,1,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000",1,1
27297,"320.000",1,3,2,43,0,0,0,0,0,0,"305.440","334.176","234.528","266.976","272.256","277.952","35.744","36.000","68.448","9.728","10.080","11.040",0,0
27298,"640.000",1,3,2,43,0,0,0,0,0,0,"509.472","541.760","574.528","606.912","620.928","638.784","40.960","41.728","42.112","24.128","29.792","14.816",1,0
27299,"1600.000",1,1,2,32,0,0,2,3,2,2,"482.176","585.696","643.424","623.872","604.320","658.592","112.000","76.800","0.000","0.000","64.000","0.000",1,3
27300,"8000.000",1,1,2,32,-1,-1,-1,-1,-1,-1,"1783.712","2369.536","940.192","1803.904","1088.640","146.400","2370.592","940.896","1814.144","1089.760","146.400","0.000",0,-1
27301,"4800.000",1,2,1,48,0,0,0,0,0,0,"3795.520","3875.136","3950.720","2140.864","2183.360","2229.152","158.560","158.304","122.176","78.144","80.960","81.216",0,0
27302,"960.000",1,2,2,30,0,0,0,0,-1,0,"959.776","956.480","913.952","-7.328","765.760","852.960","59.392","32.000","54.336","795.520","112.000","96.000",0,0
27303,"16000.000",1,1,1,31,0,0,0,0,0,0,"12824.960","13087.424","11940.384","10132.928","10369.568","9437.632","960.000","800.800","640.000","480.320","640.000","0.000",0,0
27304,"3840.000",1,1,2,31,0,0,0,0,0,0,"2069.440","2194.368","2299.168","2399.168","2660.384","1644.064","160.000","160.000","160.000","320.000","160.000","160.000",0,0
27305,"6400.000",1,1,2,31,-2,-2,-2,-2,-1,0,"490.272","38.368","29.856","679.264","1768.704","1874.784","160.192","30.016","684.160","1856.224","1645.216","247.616",0,0
27306,"10880.000",1,3,1,44,0,0,0,0,0,0,"3501.568","3571.392","3574.528","3538.496","3517.824","3556.064","129.024","131.744","134.368","131.296","124.800","108.224",0,0
27307,"640.000",1,2,2,44,0,-1,-1,0,0,0,"630.272","6.496","620.096","638.752","638.784","639.392","6.496","662.720","41.760","22.272","22.784","27.520",0,0
27308,"640.000",1,2,1,37,0,0,0,0,0,0,"369.632","293.792","232.512","361.024","105.696","75.200","35.264","67.200","32.000","4.224","1.504","0.000",0,0
27309,"640.000",1,3,2,33,1,2,2,2,2,2,"519.904","502.048","589.344","569.664","625.376","590.144","0.000","96.000","0.000","64.000","0.000","32.000",0,2
27310,"7040.000",1,1,2,34,0,0,-1,-1,-1,0,"466.816","214.048","149.248","304.960","3782.592","3590.592","160.672","149.568","304.960","3840.000","0.000","0.000",0,0
27311,"640.000",1,2,1,34,0,0,0,0,0,0,"89.568","69.248","59.328","105.472","109.920","141.920","64.160","38.400","48.000","9.600","32.000","3.040",0,0
27312,"8960.000",1,2,1,30,-1,3,2,-1,-1,-1,"20.864","20.864","10.432","15.232","79.424","-3.232","0.000","0.000","15.232","79.424","3.232","10.432",0,3
27313,"12800.000",1,1,1,49,-1,-1,-1,-1,-2,-2,"1241.920","1864.480","1581.280","0.000","0.000","0.000","1864.480","1581.280","0.000","0.000","0.000","0.000",0,-1
27314,"9920.000",1,1,2,45,0,0,0,0,0,0,"10024.576","8922.272","9083.104","9284.320","9387.200","9619.936","320.320","368.000","352.480","352.000","384.000","737.120",0,0
27315,"960.000",1,1,1,37,0,0,0,0,0,0,"931.328","979.392","973.312","901.280","916.928","930.656","64.000","64.000","64.096","64.000","32.000","12.864",1,0
27316,"2560.000",1,2,2,38,0,0,0,0,0,0,"2341.472","2458.080","2074.048","2137.472","1331.904","1472.064","160.000","128.000","128.000","64.000","160.000","50.816",0,0
27317,"320.000",1,5,2,44,0,0,0,0,0,0,"286.656","280.768","302.752","302.624","308.800","240.000","36.704","39.168","32.000","6.176","4.800","0.000",0,0
27318,"2240.000",1,3,3,47,0,0,0,0,0,0,"2174.016","2055.936","1896.256","1509.632","1477.024","1439.392","74.048","65.920","57.600","54.400","52.288","64.000",0,0
27319,"12480.000",1,1,2,37,-2,-2,-2,-2,-2,-2,"0.000","0.000","0.000","0.000","0.000","153.344","0.000","0.000","0.000","0.000","153.344","15.680",0,-2
27320,"10880.000",1,3,1,43,0,0,2,2,0,0,"8036.320","8606.368","9068.800","8874.720","9052.480","9736.960","704.000","648.032","0.000","325.632","832.000","384.000",0,2
27321,"5760.000",1,1,1,41,1,2,2,2,2,0,"3678.464","3762.144","3818.048","3868.224","3758.400","3852.736","192.000","163.200","160.000","0.000","160.000","160.000",1,2
27322,"3200.000",1,1,1,31,0,0,0,0,0,0,"976.160","1008.288","1043.104","1072.640","925.760","975.296","48.288","51.104","48.640","48.000","64.000","854.880",1,0
27323,"11520.000",1,2,2,37,-2,-2,-2,-2,-2,-2,"28.160","713.952","-14.304","-196.672","430.752","0.000","713.952","0.832","0.000","814.752","0.000","0.000",0,-2
27324,"1600.000",1,3,2,44,0,0,0,2,0,0,"1597.152","1616.800","1646.816","1598.464","626.688","610.560","56.384","153.600","0.000","26.784","22.400","32.000",0,2
27325,"11520.000",1,2,2,33,0,0,-1,-1,0,0,"1927.008","1461.760","988.096","2112.544","2657.568","536.800","726.208","1154.016","2144.000","1169.440","0.000","0.000",0,0
27326,"1600.000",1,2,2,39,0,0,0,0,0,0,"858.944","753.280","543.360","541.056","554.464","572.640","80.000","64.320","48.000","32.000","32.000","28.800",0,0
27327,"4800.000",1,2,1,35,0,0,0,0,0,0,"4146.048","4002.016","3802.976","4408.032","4522.560","4684.448","322.432","321.600","960.000","160.000","194.816","164.800",0,0
27328,"640.000",1,3,1,30,0,0,0,0,-1,0,"612.192","570.688","601.280","-879.680","640.032","575.520","48.000","44.800","0.000","1526.400","22.400","32.000",0,0
27329,"4800.000",1,1,1,44,0,0,0,0,0,0,"4876.000","3921.280","4145.856","4207.232","4263.136","4352.128","160.160","320.064","160.576","320.192","224.224","192.000",1,0
27330,"1600.000",1,3,1,42,0,0,0,0,0,0,"1447.040","1480.704","1514.560","1546.784","1577.536","1616.320","57.600","57.600","57.600","55.936","63.680","80.000",0,0
27331,"16000.000",1,2,1,40,-1,-1,0,0,0,-1,"32.320","149.824","274.240","386.304","314.624","31.488","149.824","160.000","160.000","160.000","32.000","19.200",0,0
27332,"8960.000",1,2,1,39,-2,-2,-2,-2,-2,-2,"48.800","236.512","167.488","106.112","95.040","127.296","237.760","167.488","106.112","95.040","127.296","104.256",0,-2
27333,"8640.000",1,2,1,49,0,0,0,2,0,0,"5046.816","4941.216","5329.600","5191.808","4060.064","4156.896","227.200","512.000","0.224","160.000","160.000","160.000",0,2
27334,"3520.000",1,2,2,42,0,0,2,2,0,0,"1699.616","1836.032","1852.032","1801.888","1867.488","3497.984","164.800","64.000","0.000","89.600","1728.000","0.000",0,2
27335,"8960.000",1,2,2,31,0,0,0,0,0,0,"4377.536","4151.520","3783.968","3693.504","3670.208","3617.504","144.896","138.880","127.808","126.976","130.176","126.912",0,0
27336,"6400.000",1,2,1,33,-1,-1,-1,-1,0,0,"67.328","31.936","27.072","394.208","614.592","545.088","32.096","27.136","394.336","256.832","98.656","205.568",0,0
27337,"960.000",1,2,2,37,2,2,2,0,0,0,"825.952","930.112","906.304","936.032","496.800","0.000","118.400","0.000","57.600","125.600","0.000","0.000",1,2
27338,"4160.000",1,3,1,44,0,0,0,0,0,0,"3990.912","4125.568","4217.280","4032.992","3183.648","3031.104","217.248","390.592","200.288","163.360","111.168","192.064",0,0
27339,"14080.000",1,1,2,33,-1,-1,-1,-1,0,-1,"95.232","541.152","190.240","549.280","37.632","588.064","541.152","190.240","549.280","0.000","588.064","56.288",0,0
27340,"5440.000",1,2,1,37,1,2,0,0,0,0,"2494.688","2435.680","2536.768","2625.088","2741.248","2856.704","0.000","160.000","160.000","160.000","160.000","160.000",0,2
27341,"1600.000",1,1,2,38,0,0,0,0,0,0,"1619.840","1509.248","1536.128","1577.824","614.976","622.880","96.000","96.448","193.504","32.000","74.240","96.000",0,0
27342,"3840.000",1,3,1,40,-1,-1,0,0,0,0,"1029.152","2057.856","2080.480","2130.272","2164.224","1849.536","2057.856","96.000","128.000","128.000","128.000","128.000",0,0
27343,"16000.000",1,1,2,37,0,0,0,0,0,0,"1604.480","1471.488","1426.688","812.864","676.480","514.304","59.584","50.976","49.216","26.720","14.432","17.696",0,0
27344,"3840.000",1,1,2,31,-1,-1,-1,-1,-1,-2,"501.280","84.704","329.376","115.200","0.000","0.000","84.704","331.616","115.200","0.000","0.000","0.000",0,-1
27345,"5760.000",1,2,1,33,0,0,0,0,0,0,"2087.232","2272.992","2395.712","2513.088","2631.872","2688.448","320.000","160.000","160.000","160.000","121.184","140.512",0,0
27346,"11200.000",1,1,2,33,-2,-2,-2,-2,-2,-2,"76.608","53.920","18.016","241.120","0.000","48.704","53.920","18.208","242.304","0.000","48.704","22.400",1,-2
27347,"640.000",1,2,2,30,0,0,-1,0,0,0,"241.088","150.528","487.232","528.896","516.096","633.600","64.000","489.600","64.000","0.000","134.400","0.000",0,0
27348,"5120.000",1,2,1,39,0,0,0,0,0,2,"469.056","501.312","534.208","566.304","608.736","594.688","40.256","41.152","41.248","51.680","0.000","32.000",1,2
27349,"9280.000",1,1,1,37,-2,-2,-2,-2,-2,-2,"-0.544","110.880","322.208","135.200","-0.128","27.872","111.424","326.208","136.832","0.000","28.000","123.264",0,-2
27350,"5760.000",1,2,2,30,-1,-1,-1,2,-1,-1,"103.328","0.000","214.688","203.712","62.400","61.792","0.000","214.688","0.000","62.400","61.792","527.552",0,2
27351,"6400.000",1,1,2,32,-1,-1,-1,-2,-2,-2,"36.000","69.824","0.000","0.000","0.000","0.000","69.824","0.000","0.000","0.000","0.000","0.000",1,-1
27352,"6720.000",1,2,1,39,-1,-1,-1,-1,-1,-1,"46.176","46.176","46.176","46.176","46.176","46.176","46.176","46.176","46.176","46.176","46.176","46.176",0,-1
27353,"2240.000",1,2,2,30,1,-1,0,0,0,0,"0.000","371.488","429.152","463.040","578.240","480.000","371.488","64.000","44.800","160.000","9.600","135.040",0,1
27354,"8960.000",1,2,2,38,2,2,2,2,0,0,"5237.600","5394.592","5464.800","5335.968","5399.648","5336.224","288.000","192.000","0.160","187.456","183.712","179.456",1,2
27355,"3840.000",1,3,2,31,1,-2,-2,-2,-2,-2,"-3.008","-66.880","-76.480","-76.480","-76.480","-76.480","0.096","0.000","0.000","0.000","0.000","0.000",1,1
